Date,PX_LAST
1/13/2015,46.256
1/12/2015,45.547
1/9/2015,47.041
1/8/2015,47.779
1/7/2015,46.743
1/6/2015,46.501
1/5/2015,47.311
1/2/2015,49.849
12/31/2014,48.801
12/30/2014,49.033
12/29/2014,48.847
12/26/2014,48.579
12/24/2014,48.871
12/23/2014,48.061
12/22/2014,48.097
12/19/2014,48.589
12/18/2014,47.774
12/17/2014,47.664
12/16/2014,45.206
12/15/2014,46.72
12/12/2014,47.783
12/11/2014,47.804
12/10/2014,47.76
12/9/2014,49.111
12/8/2014,48.497
12/5/2014,50.131
12/4/2014,50.086
12/3/2014,50.731
12/2/2014,50.33
12/1/2014,48.83
11/28/2014,49.513
11/26/2014,50.166
11/25/2014,49.856
11/24/2014,50.924
11/21/2014,51.469
11/20/2014,52.591
11/19/2014,51.871
11/18/2014,54.433
11/17/2014,54.449
11/14/2014,55.149
11/13/2014,54.201
11/12/2014,54.837
11/11/2014,54.65
11/10/2014,55.324
11/7/2014,54.88
11/6/2014,54.757
11/5/2014,54.34
11/4/2014,54.683
11/3/2014,55.487
10/31/2014,56.11
10/30/2014,54.144
10/29/2014,54.014
10/28/2014,55.174
10/27/2014,54.2
10/24/2014,55.003
10/23/2014,54.72
10/22/2014,53.521
10/21/2014,52.284
10/20/2014,51.317
10/17/2014,51.013
10/16/2014,51.671
10/15/2014,64.084
10/14/2014,64.16
10/13/2014,62.654
10/10/2014,64.583
10/9/2014,65.946
10/8/2014,66.694
10/7/2014,65.179
10/6/2014,66.211
10/3/2014,65.649
10/2/2014,64.283
10/1/2014,62.686
9/30/2014,64.454
9/29/2014,64.223
9/26/2014,64.107
9/25/2014,63.356
9/24/2014,64.366
9/23/2014,63.414
9/22/2014,63.254
9/19/2014,65.36
9/18/2014,65.573
9/17/2014,64.933
9/16/2014,65.273
9/15/2014,65.393
9/12/2014,68.079
9/11/2014,68.794
9/10/2014,69.199
9/9/2014,68.43
9/8/2014,68.476
9/5/2014,67.954
9/4/2014,67.524
9/3/2014,68.199
9/2/2014,68.086
8/29/2014,68.234
8/28/2014,67.887
8/27/2014,67.814
8/26/2014,68.48
8/25/2014,68.704
8/22/2014,68.456
8/21/2014,67.436
8/20/2014,67.456
8/19/2014,66.879
8/18/2014,66.571
8/15/2014,65.584
8/14/2014,64.41
8/13/2014,64.504
8/12/2014,63.773
8/11/2014,64.506
8/8/2014,63.693
8/7/2014,64.239
8/6/2014,61.471
8/5/2014,60.407
8/4/2014,60.386
8/1/2014,60.771
7/31/2014,60.389
7/30/2014,62.051
7/29/2014,60.611
7/28/2014,60.666
7/25/2014,60.266
7/24/2014,60.769
7/23/2014,61.129
7/22/2014,61.584
7/21/2014,64.564
7/18/2014,63.453
7/17/2014,62.766
7/16/2014,63.491
7/15/2014,64.156
7/14/2014,64.654
7/11/2014,62.851
7/10/2014,62.65
7/9/2014,63.286
7/8/2014,63.579
7/7/2014,65.803
7/3/2014,67.479
7/2/2014,66.677
7/1/2014,67.586
